sale_id,sale_date,product_id,customer_id,total,rating
7771,02/25/24,2,10,900,5
8652,03/24/24,3,10,250,5
9890,08/03/24,3,10,250,5
2252,07/27/23,23,10,250,5
2827,09/08/23,21,10,650,4
3717,10/06/23,10,10,1800,4
8125,03/06/24,1,10,350,4
9199,05/07/24,4,10,600,5
3901,10/13/23,2,10,900,4
10214,09/12/24,3,10,250,5
1534,05/19/23,18,10,450,5
2122,07/17/23,7,10,1500,5
3615,10/03/23,2,10,900,4
4159,10/23/23,1,10,350,4
7836,02/27/24,3,10,250,4
8071,03/04/24,3,10,250,5
10260,09/17/24,4,10,600,4
59,01/07/23,6,10,1200,5
1193,04/21/23,11,10,550,5
10076,08/24/24,2,10,900,4
1746,06/07/23,18,11,450,4
7261,02/08/24,1,11,350,5
8012,03/02/24,4,11,600,5
803,03/14/23,17,11,600,4
1364,05/04/23,18,11,450,4
1939,06/30/23,6,11,1200,4
4499,11/04/23,2,11,900,5
5032,11/21/23,10,11,1800,4
5071,11/23/23,4,11,600,5
5684,12/14/23,3,11,250,5
6182,12/31/23,14,11,320,5
7143,02/03/24,4,11,600,4
7174,02/05/24,1,11,350,4
7716,02/23/24,2,11,900,5
8695,03/25/24,4,11,600,5
9190,05/07/24,2,11,900,4
9503,06/12/24,2,11,900,4
10290,09/20/24,4,11,600,5
239,01/25/23,13,11,450,4
2573,08/28/23,24,11,500,5
3550,10/01/23,22,11,400,4
3592,10/02/23,9,11,700,5
3841,10/11/23,2,11,900,5
4798,11/13/23,11,11,550,5
5408,12/04/23,4,11,600,5
199,01/22/23,19,11,300,4
311,01/31/23,9,11,700,5
1952,07/01/23,13,11,450,5
5225,11/29/23,4,11,600,4
5345,12/02/23,2,11,900,4
8141,03/06/24,3,11,250,5
10304,09/22/24,1,11,350,5
1242,04/25/23,1,11,350,4
3199,09/20/23,21,11,650,5
3237,09/21/23,22,11,400,4
9262,05/13/24,4,11,600,4
2030,07/08/23,5,11,450,5
3188,09/19/23,24,11,500,4
4126,10/22/23,1,11,350,5
6368,01/06/24,14,11,320,4
44,01/05/23,14,12,320,4
1862,06/20/23,20,12,800,4
2805,09/07/23,24,12,500,4
4217,10/24/23,11,12,550,4
5944,12/22/23,14,12,320,4
6138,12/29/23,14,12,320,5
6976,01/28/24,2,12,900,5
7754,02/24/24,4,12,600,4
8192,03/08/24,2,12,900,5
8346,03/14/24,1,12,350,4
9701,07/08/24,1,12,350,5
852,03/19/23,8,12,750,4
862,03/20/23,19,12,300,4
967,03/31/23,8,12,750,5
1173,04/18/23,28,12,300,5
2478,08/19/23,24,12,500,5
2746,09/05/23,24,12,500,4
3502,09/29/23,24,12,500,5
6392,01/07/24,14,12,320,5
6621,01/15/24,2,12,900,5
6821,01/22/24,2,12,900,5
8378,03/15/24,1,12,350,5
8580,03/22/24,1,12,350,4
1148,04/15/23,17,12,600,5
2380,08/10/23,24,12,500,4
3352,09/25/23,21,12,650,4
3679,10/05/23,7,12,1500,5
3773,10/08/23,9,12,700,4
3806,10/09/23,9,12,700,5
4251,10/26/23,5,12,450,5
4605,11/07/23,9,12,700,5
8270,03/11/24,2,12,900,5
126,01/15/23,16,12,500,5
495,02/17/23,3,12,250,4
541,02/22/23,3,12,250,4
1882,06/22/23,24,12,500,5
6209,01/01/24,14,12,320,5
6501,01/11/24,1,12,350,4
3480,09/29/23,21,12,650,5
4218,10/25/23,1,12,350,5
10322,09/25/24,2,12,900,5
6865,01/24/24,1,12,350,4
9722,07/10/24,2,12,900,4
1707,06/04/23,20,13,800,4
2931,09/10/23,24,13,500,4
2933,09/11/23,21,13,650,5
3156,09/18/23,24,13,500,4
3174,09/19/23,22,13,400,5
5273,11/30/23,10,13,1800,4
5327,12/01/23,9,13,700,4
5972,12/23/23,14,13,320,4
6314,01/04/24,14,13,320,5
6481,01/10/24,14,13,320,5
6712,01/18/24,4,13,600,5
7729,02/23/24,4,13,600,5
9957,08/09/24,4,13,600,4
344,02/02/23,21,13,650,4
488,02/16/23,9,13,700,5
1906,06/26/23,2,13,900,5
2080,07/12/23,21,13,650,4
2998,09/13/23,24,13,500,5
3051,09/15/23,23,13,250,4
3234,09/21/23,22,13,400,5
3653,10/04/23,7,13,1500,4
3718,10/06/23,10,13,1800,5
3738,10/07/23,4,13,600,5
4420,11/01/23,11,13,550,4
4650,11/09/23,1,13,350,5
4846,11/15/23,5,13,450,4
4909,11/17/23,11,13,550,4
5110,11/24/23,11,13,550,4
5870,12/20/23,14,13,320,5
6457,01/09/24,14,13,320,4
8159,03/07/24,1,13,350,5
8178,03/08/24,1,13,350,4
8965,04/13/24,3,13,250,5
9413,05/30/24,2,13,900,4
9604,06/25/24,1,13,350,4
9869,07/31/24,4,13,600,4
752,03/10/23,17,13,600,4
1254,04/26/23,4,13,600,5
1584,05/24/23,17,13,600,4
1748,06/07/23,21,13,650,5
2835,09/08/23,22,13,400,5
3630,10/03/23,10,13,1800,5
9949,08/08/24,4,13,600,4
4984,11/20/23,1,13,350,5
8849,03/31/24,2,13,900,4
9267,05/14/24,2,13,900,5
556,02/23/23,5,13,450,4
1932,06/29/23,8,13,750,5
7360,02/11/24,1,13,350,5
6283,01/03/24,14,13,320,4
122,01/14/23,24,14,500,5
2130,07/17/23,24,14,500,4
2739,09/05/23,24,14,500,4
2791,09/07/23,22,14,400,5
2967,09/12/23,22,14,400,4
3177,09/19/23,22,14,400,4
3453,09/28/23,22,14,400,5
5440,12/05/23,3,14,250,5
5469,12/06/23,10,14,1800,5
7863,02/28/24,1,14,350,4
398,02/09/23,1,14,350,5
637,03/01/23,21,14,650,5
719,03/07/23,17,14,600,4
1090,04/09/23,27,14,200,4
1921,06/28/23,14,14,320,4
2002,07/05/23,21,14,650,4
2921,09/10/23,23,14,250,4
3217,09/20/23,24,14,500,4
3549,10/01/23,22,14,400,5
3629,10/03/23,10,14,1800,4
4644,11/08/23,11,14,550,4
5133,11/25/23,11,14,550,4
5747,12/16/23,9,14,700,5
5751,12/17/23,1,14,350,5
6529,01/12/24,2,14,900,4
7483,02/14/24,4,14,600,5
1037,04/06/23,6,14,1200,4
2567,08/28/23,24,14,500,4
3112,09/17/23,24,14,500,4
3847,10/11/23,4,14,600,5
4743,11/12/23,3,14,250,5
8599,03/22/24,3,14,250,5
3020,09/14/23,23,14,250,4
5644,12/12/23,7,14,1500,4
7959,03/01/24,4,14,600,5
2296,08/01/23,2,14,900,4
1329,05/01/23,26,15,900,5
1667,06/02/23,4,15,600,5
2473,08/19/23,24,15,500,4
3240,09/21/23,22,15,400,4
6100,12/28/23,14,15,320,5
8191,03/08/24,2,15,900,5
584,02/25/23,9,15,700,4
612,02/27/23,15,15,350,4
1596,05/26/23,9,15,700,4
2158,07/20/23,10,15,1800,5
2979,09/13/23,21,15,650,5
3197,09/20/23,21,15,650,5
8202,03/08/24,3,15,250,4
9047,04/22/24,2,15,900,4
9466,06/06/24,4,15,600,4
1057,04/07/23,24,15,500,5
1747,06/07/23,19,15,300,4
3282,09/22/23,23,15,250,5
4765,11/12/23,11,15,550,4
8564,03/21/24,3,15,250,4
998,04/02/23,16,15,500,5
2556,08/27/23,24,15,500,4
3207,09/20/23,22,15,400,5
6504,01/11/24,2,15,900,4
6832,01/23/24,1,15,350,5
7867,02/28/24,2,15,900,5
9782,07/19/24,3,15,250,5
393,02/08/23,18,15,450,4
1267,04/27/23,8,15,750,5
2775,09/06/23,24,15,500,4
8478,03/18/24,2,15,900,5
9552,06/18/24,2,15,900,4
5855,12/20/23,14,15,320,5
10328,09/25/24,2,15,900,5
1325,05/01/23,23,16,250,4
4390,11/01/23,2,16,900,5
4679,11/10/23,4,16,600,4
4686,11/10/23,6,16,1200,4
6206,12/31/23,14,16,320,5
7527,02/16/24,2,16,900,5
7535,02/16/24,4,16,600,5
7549,02/17/24,2,16,900,4
7698,02/22/24,3,16,250,4
7864,02/28/24,2,16,900,4
10141,09/03/24,3,16,250,5
176,01/19/23,20,16,800,4
1648,05/31/23,16,16,500,4
2251,07/27/23,14,16,320,5
3694,10/05/23,11,16,550,4
4029,10/18/23,1,16,350,5
4662,11/09/23,7,16,1500,4
4898,11/17/23,5,16,450,5
5365,12/02/23,8,16,750,4
5803,12/18/23,7,16,1500,5
6737,01/19/24,3,16,250,5
8142,03/06/24,3,16,250,5
8352,03/14/24,2,16,900,5
9117,05/01/24,1,16,350,4
9772,07/18/24,2,16,900,4
681,03/04/23,15,16,350,4
2847,09/08/23,24,16,500,5
3194,09/19/23,24,16,500,4
4518,11/04/23,10,16,1800,5
7790,02/25/24,4,16,600,5
10182,09/07/24,2,16,900,4
6580,01/13/24,3,16,250,4
2726,09/05/23,24,16,500,4
7184,02/05/24,2,16,900,4
9801,07/21/24,4,16,600,4
397,02/08/23,28,17,300,5
454,02/14/23,2,17,900,5
1214,04/22/23,22,17,400,4
3024,09/14/23,24,17,500,4
5976,12/24/23,14,17,320,5
6067,12/26/23,14,17,320,4
6157,12/30/23,14,17,320,4
6714,01/18/24,4,17,600,4
1494,05/16/23,17,17,600,4
2374,08/09/23,24,17,500,4
6745,01/20/24,1,17,350,4
7412,02/12/24,2,17,900,4
8698,03/26/24,1,17,350,4
23,01/03/23,9,17,700,4
373,02/06/23,9,17,700,5
788,03/13/23,12,17,300,5
2866,09/09/23,22,17,400,5
6387,01/07/24,14,17,320,5
3388,09/26/23,21,17,650,4
5364,12/02/23,8,17,750,4
6284,01/03/24,14,17,320,4
6602,01/14/24,3,17,250,4
6774,01/20/24,4,17,600,4
6842,01/23/24,2,17,900,5
10342,09/26/24,2,17,900,4
2177,07/21/23,15,17,350,5
4264,10/27/23,2,17,900,5
5015,11/21/23,4,17,600,5
8492,03/19/24,1,17,350,5
92,01/11/23,12,18,300,5
196,01/22/23,1,18,350,4
382,02/06/23,26,18,900,4
782,03/12/23,14,18,320,4
1614,05/27/23,21,18,650,5
1929,06/29/23,2,18,900,4
1953,07/01/23,13,18,450,5
2765,09/06/23,24,18,500,5
3442,09/28/23,21,18,650,5
5114,11/25/23,3,18,250,5
5196,11/28/23,1,18,350,5
6922,01/26/24,2,18,900,4
8048,03/03/24,4,18,600,5
8280,03/11/24,3,18,250,5
8382,03/15/24,2,18,900,4
9920,08/05/24,4,18,600,4
1718,06/05/23,22,18,400,5
1902,06/25/23,11,18,550,4
2483,08/19/23,24,18,500,5
2559,08/27/23,24,18,500,5
3405,09/26/23,24,18,500,5
3536,10/01/23,21,18,650,5
3973,10/15/23,8,18,750,5
8535,03/20/24,2,18,900,4
8766,03/28/24,3,18,250,5
647,03/02/23,8,18,750,5
1188,04/20/23,13,18,450,4
1741,06/07/23,3,18,250,5
3588,10/02/23,7,18,1500,5
3702,10/06/23,3,18,250,4
3807,10/09/23,9,18,700,5
6057,12/26/23,14,18,320,5
9371,05/25/24,4,18,600,5
3015,09/14/23,22,18,400,4
7313,02/09/24,4,18,600,4
9222,05/09/24,3,18,250,5
1437,05/10/23,15,18,350,5
7311,02/09/24,4,18,600,5
7634,02/20/24,1,18,350,4
8164,03/07/24,2,18,900,4
8506,03/19/24,1,18,350,5
4706,11/10/23,11,18,550,5
26,01/03/23,16,19,500,5
206,01/23/23,6,19,1200,4
1499,05/16/23,25,19,600,5
2601,08/31/23,24,19,500,5
6388,01/07/24,14,19,320,4
6710,01/18/24,3,19,250,4
10267,09/18/24,3,19,250,4
515,02/20/23,1,19,350,4
749,03/10/23,8,19,750,5
1434,05/10/23,13,19,450,5
3122,09/18/23,21,19,650,4
4594,11/07/23,2,19,900,4
5174,11/27/23,5,19,450,5
5578,12/10/23,1,19,350,4
8556,03/21/24,2,19,900,5
9592,06/23/24,2,19,900,4
2410,08/12/23,24,19,500,4
3225,09/21/23,21,19,650,4
6146,12/29/23,14,19,320,5
741,03/09/23,11,19,550,5
5477,12/07/23,3,19,250,5
6789,01/21/24,2,19,900,4
2036,07/08/23,21,19,650,4
4393,11/01/23,3,19,250,4
1407,05/08/23,23,19,250,4
8211,03/09/24,1,19,350,4
8315,03/12/24,4,19,600,5
8767,03/28/24,3,19,250,4
692,03/05/23,6,20,1200,5
1608,05/26/23,28,20,300,5
2347,08/06/23,24,20,500,4
3705,10/06/23,4,20,600,5
4357,10/30/23,1,20,350,4
5701,12/14/23,11,20,550,4
7106,02/02/24,2,20,900,4
8972,04/14/24,3,20,250,4
9756,07/15/24,2,20,900,5
1127,04/13/23,27,20,200,5
7896,02/29/24,3,20,250,4
419,02/10/23,7,20,1500,5
2613,09/01/23,24,20,500,5
3370,09/25/23,23,20,250,4
4108,10/21/23,2,20,900,4
5010,11/20/23,11,20,550,4
6449,01/09/24,14,20,320,4
7316,02/09/24,4,20,600,4
7346,02/10/24,3,20,250,5
2663,09/02/23,24,20,500,5
5001,11/20/23,8,20,750,4
6703,01/18/24,2,20,900,5
6924,01/26/24,2,20,900,4
8997,04/16/24,4,20,600,4
1186,04/20/23,8,20,750,5
2583,08/29/23,24,20,500,5
6328,01/05/24,14,20,320,5
7497,02/15/24,3,20,250,4
1695,06/04/23,4,21,600,5
1807,06/14/23,7,21,1500,5
3649,10/04/23,6,21,1200,5
3737,10/07/23,3,21,250,4
4392,11/01/23,3,21,250,4
4957,11/19/23,3,21,250,5
8857,03/31/24,3,21,250,5
230,01/24/23,17,21,600,5
1851,06/18/23,26,21,900,4
4040,10/18/23,5,21,450,4
5124,11/25/23,7,21,1500,5
6558,01/13/24,1,21,350,5
7668,02/21/24,3,21,250,4
7710,02/23/24,1,21,350,5
8275,03/11/24,3,21,250,5
8428,03/16/24,4,21,600,5
9576,06/22/24,2,21,900,5
9865,07/31/24,2,21,900,4
392,02/08/23,16,21,500,4
1574,05/23/23,19,21,300,4
1873,06/21/23,24,21,500,4
2129,07/17/23,22,21,400,5
2859,09/09/23,22,21,400,4
3552,10/01/23,23,21,250,5
4557,11/05/23,9,21,700,5
4760,11/12/23,9,21,700,4
4771,11/13/23,3,21,250,4
5130,11/25/23,10,21,1800,4
1105,04/11/23,9,21,700,4
6557,01/13/24,1,21,350,4
4353,10/29/23,11,21,550,4
7224,02/06/24,4,21,600,4
810,03/15/23,5,21,450,5
5424,12/04/23,9,21,700,5
549,02/22/23,18,22,450,4
702,03/05/23,21,22,650,5
907,03/25/23,5,22,450,5
2740,09/05/23,24,22,500,4
2841,09/08/23,23,22,250,5
3139,09/18/23,23,22,250,4
4118,10/21/23,9,22,700,5
4150,10/22/23,10,22,1800,4
6217,01/01/24,14,22,320,5
6824,01/22/24,3,22,250,5
7277,02/08/24,3,22,250,4
9679,07/04/24,4,22,600,4
10209,09/11/24,4,22,600,5
1474,05/14/23,18,22,450,5
1978,07/03/23,1,22,350,4
2699,09/04/23,24,22,500,4
4641,11/08/23,11,22,550,4
5187,11/27/23,9,22,700,5
5720,12/15/23,11,22,550,4
6099,12/28/23,14,22,320,5
6494,01/10/24,14,22,320,5
7422,02/12/24,3,22,250,4
7975,03/02/24,1,22,350,4
8089,03/05/24,1,22,350,4
8179,03/08/24,1,22,350,5
260,01/27/23,2,22,900,5
1365,05/04/23,19,22,300,5
1430,05/10/23,10,22,1800,5
1981,07/03/23,5,22,450,4
2981,09/13/23,21,22,650,4
3762,10/08/23,2,22,900,4
4241,10/26/23,2,22,900,5
635,03/01/23,19,22,300,4
1027,04/04/23,27,22,200,4
6322,01/04/24,14,22,320,4
7189,02/05/24,3,22,250,5
8908,04/05/24,2,22,900,4
1640,05/30/23,21,22,650,4
3783,10/09/23,2,22,900,5
3788,10/09/23,3,22,250,4
4505,11/04/23,5,22,450,5
5112,11/25/23,2,22,900,5
700,03/05/23,18,22,450,5
3175,09/19/23,22,22,400,4
4238,10/26/23,1,22,350,4
